Report date,Well ,Project,Mid Night Depth (ft),Comments,Formation,Spud date,Avg. ROP (ft/hr),Flow rate (gpm),Min. RPM (rpm),Max. RPM (rpm),Max. WOB (kip),Min. WOB (kip),TFA (in²)
23/01/2015,BB-282,BAB,"8,970.00","[R-1] :  L/D TOTAL 250 x 5"" DP + JAR + 27 x 3½"" DP + 6 x 4¾"" DC +             STRING MILL + SCRAPERS & BIT.  NOTES : -  AL-MANSOORI AIRLOOP SYSTEM + ENGRS ON LOC. SINCE 04.01.2015 -  2 GREEN HATS ON LOCATION.  -  TOTAL PRE-MOVE LOADS MOVED TO NEW LOC. BB-215 = 11",,14/08/1991,0,,,,,,
23/01/2015,BB-1023,BAB,"1,553.00","R-1:- DISCUSSED LPR#2 PERMIT TO WORK.          DISCUSSED SP2R W/CREW. R-2:- FILLED UP EVERY JOINT WHILE RIH 13-3/8"" CSG. R-3:- FLOAT COLLAR DEPTH @ 1488' & FLOAT SHOE DEPTH 1535'. ",DAMMAM F'MTN,21/01/2015,0,,,,,,0.942
23/01/2015,BB-1017,BAB,"1,560.00","R-1: DISCUSSED LPR # 7, SP²R # 7. R-2:TESTED HYDRIL BOP @ 300/3500 PSI-OK AND ALL RAM TYPE BOP, KILL & CHOKE LINES MANUAL AND HCR, IBOP @ 300/5000 PSI-OK R/U ALROUMI D-TANK WITH FLOW LINE. R-3: DRILL F/C IN 20 MINS AND F/S IN 15 MINS. MEANWHILE DISPLACE HOLE W/ 68 PCF POLYMER MUD. ** LPRs: DAILY / MONTHLY / YEARLY                   0       /       4          /       4 ",DAMMAM F'MTN,17/01/2015 6:00:00 PM,0,,,,,,1.037
26/01/2015,BB-1052,BAB,"8,086.00","[R-1] : DRILLED 1ST 100' WITH CONTROLLED  PARAMETERS : 10 KLBS, 50 RPM, 500 GPM ",NAHR UMR F'MTN,,47.5,495.8,120,130,25,20,0.902
26/01/2015,BB-1056,BAB,"7,235.00","R-1:- DISCUSSED LPR # 5 CONFINED SPACE ENTRY SP2R # 8 MAITAIN HOLE            STABILITY ALL THE TIME.  R-2:- UNABLE TO R/U HIGH ""G"" DRYER, DUE TO NO D-8 ON LOCATION ",MAUDDUD F'MTN,,27.5,500,100,120,25,20,0.907
26/01/2015,BB-1023,BAB,"2,374.00","R-1- :* DISCUSSED LPR # -SUSPENDED LOAD,  AND SP²R # 6 - MONITOR MW ALL THE TIME IN & OUT.. R-2:- * DRILLED PLUG/F.COLLAR IN 15 MIN.          * DRILLED MED. TO HARD CMT INSIDE SHOE TRACK.          * DRILLED-OUT SHOE IN 5 MIN. R-3:- * PUMPED SWEEPS EVERY 2 - CONNECTIONS. R-4:- * CONDUCTED KICK DRILL WHILE DRILLING @ 2PM.  THE RESPONSE OF THE CREW WAS GOOD. ",DAMMAM,21/01/2015,71.4,902.9,80,90,15,10,1.209
4/1/2015,BB-341,BAB,"12,600.00",R-1: LPR # 02 & DISCUSSED SP2R 03 R-2: HAD GOOD RESPONSE FROM CREW (ALL PEOPLE ON THE MUSTER POINT IN LESS THAN 2 MIN),THAMAMA SUBZONE B IV,25/01/1993,50.6,232.3,70,80,15,10,0.518
5/1/2015,BB-1046,BAB,"3,075.00","R-1: DISCUSSED OPERATION, HAZARDS, SP2R # 4,5,6 LPR # 6,7 R-2: DRILLED W/ FULL PARAMETERS          2150' - 2637' ( 10-15 WOB, 85-100 RPM, 850 GPM)         WASH UP & REAM DOWN , PUMP 20 BBLs HVP EACH DRILLED STD. R-3: DRILLED W/ REDUCED RPM  70.         2637' - 3075',( 10-15 WOB, 70 RPM, 850 GPM.)         WASH UP & REAM DOWN , PUMP 20 BBLs HVP EACH DRILLED STD. ",RUS F'MTN,29/12/2014 9:00:00 AM,40.2,850,65,70,20,10,0.994
5/1/2015,BB-1031,BAB,"4,946.00","R-1: OBSERVED SUDDEN LOSS CIRCULATION (DYNAMIC LOSSES @ 600 GPM = 700 BPH) R-2:- PUMPED 25 BBLS HVP EVERY  CONNECTION (ADD 8%  SODIUM SILCATE  FOR CORROSION)        - WASH UP & REAM DOWN PRIOR CONNECTION        - PERFORM KICK DRILL WHILE DRILLING AND DEGASSER DRILL R-3: OBSERVED VERY POOR ROP (4 FPH), SUSSPECTED BIT RING OUT",UMM ER RADHUMA F'MTN,28/12/2014 3:00:00 PM,67.6,950,80,90,40,30,0.994
7/1/2015,BB-1031,BAB,"5,775.00",R-1: FILL UP STRING EA. 15 STAND IN WAY IN R-2:- PUMPED 25 BBLS HVP EVERY  CONNECTION (ADD 8%  SODIUM SILCATE  FOR CORROSION)        - WASH UP & REAM DOWN PRIOR CONNECTION        - USED REDUCED PARAMETERS 700-850 GPM IN ORDER TO HAVE PARTIAL RETURN. R-3: AT 5286' OBSERVED NO RETURN,SIMSIMA F'MTN,28/12/2014 3:00:00 PM,51.8,750,60,70,22,20,0.994
16/01/2015,BB-1031,BAB,"8,420.00","R-1:- WASH UP & REAMED DOWN LAST SINGLE PRIOR CONN        - MAINTAIN 11%KCl, 1PPB PHPa & 2% Glycol IN THE MUD SYSTEM.        - KICK DRILL WHILE DRILLING         - SCR @ 8420' WITH 81 PCF KCL-PHPa-GLYCOL MUD \tMP-1, 30 SPM - 150 PSI / 40 SPM - 140 PSI \tMP-2, 30 SPM - 200 PSI / 40 SPM - 180 PSI R-2: TOP JOB No. 3 - CMT STAGE III -PUMPED DOWN ANNULUS & GET RETURN AFTER 10 BBL 118 SLURRY WT R-3: ADD 2PPB H2S SCAVENGER IN THE SYSTEM.",BAB MEMBER,28/12/2014 3:00:00 PM,60.3,600,90,100,14,10,0.752
19/01/2015,BB-296,BAB,"9,440.00","R-1: DISCUSSES LPR #09 & SPR #05 R-2: WASH & REAM EVERY 3 CONNECTION NOTES:- * ADDING RE-INFORCEMENT IN SYSTEM TO MAINTAIN CONCENTRATION (10 PPB) * SCR@ 9064' WITH 82 PCF OBM MUD:-  MP-1:  30 SPM - 570 PSI, 40 SPM - 700 PSI  MP-2:  30 SPM - 570 PSI, 40 SPM - 700 PSI",THAMAMA SUBZONE B IV,17/02/1992,37.8,496.6,120,130,10,8,0.907
20/01/2015,BB-1023,BAB,422,"R-1:- DISCUSSED LPR # 9, BANNED TOOLS. SP2R1.  R-2:- ACCEPTED RIG FOR OPERATIONS AT 00:00 HRS ON 20-JAN-15. R-3:- DISCUSSED HOW TO KEEP OUR OPERATIONS           GREEN WITHOUT ANY HARM, AS DIRECTED BY THE MGT.  \t\t        **LPR VIOLATION : DAY = 01, MONTH - 04, YEAR - 04.",MIOCENE CLASTICS,21/01/2015,25.3,700,60,,10,5,0.942
20/01/2015,BB-1046,BAB,"9,225.00","[R-1]- DISCUSSED OPERATION, HAZARDS, SP2R #4, LPR #1. [R-2]- WASH UP & REAM DOWN EACH DRILLED STD.  SCR @ 8854' W/ MW 82 PCF. MP #1 30/40 SPM, 230/320 PSI. MP #2 30/40 SPM, 230/320 PSI.",THAMAMA SUBZONE B IV U,29/12/2014 9:00:00 AM,29.8,600,120,130,35,30,0.907
21/01/2015,BB-1046,BAB,"9,333.00","[R-1]- DISCUSSED OPERATION, HAZARDS, LPR #2 SP2R #4,5 [R-2]- WASH UP, REAM DOWN EACH DRILLED STD.         - LANDING PT AS PER GEOLOGIST 8633 TVD / 9333 MD. [R-3]- ROT. & RECIPROCATING DRILL STRING WHILE CIRC (600 GPM/120 RPM) [R-4] (A)- HOLE FREE (B)- MONITORING HOLE VIA RUNNING TRIP TANK ON  ANNULUS WHILE POH, HOLE TAKES PROPER METAL DISPLACEMENT, OBSERVED HOLE EVERY 3000' & TOP OF BHA STATIC.",THAMAMA SUBZONE B IV L,29/12/2014 9:00:00 AM,36,600,120,130,35,30,0.907
21/01/2015,BB-1017,BAB,"1,560.00",R-1 DISCUSSED LPR# 5 SP2R # 5.  R-2: OBSERVED DYNAMIC LOSSES AT 16 BPH  NO STATIC LOSSES  LPR  DAILY / MONTHLY  / YEARLY             0       /          4       /        4,DAMMAM F'MTN,17/01/2015 6:00:00 PM,25.3,401.3,65,65,30,25,0.942
25/01/2015,BB-1017,BAB,"4,740.00","R-1: DISCUSSED LPR # 9, SP²R # 9. R-2: CONDUCTED KICK DRILL - WHILE DRILLING. * OBSERVED DYNAMIC LOSSES @ 8-10 BPH IN UER FROM 4200'. * SWEPT 20 BBL HI-VIS AT EACH CONNECTION. * WASH UP & REAM DOWN EVERY STD.  * SCR @ 3854': PUMP   SPM   PRESSURE   SPM   PRESSURE     1          30           170            40         180     2          30           170            40         190 ** LPRs: DAILY / MONTHLY / YEARLY                   0       /       4          /       4",UER BASAL SHALE,17/01/2015 6:00:00 PM,77.7,902.9,80,80,30,25,1.037
23/01/2015,BB-1052,BAB,"7,350.00","[R-1] : FS, 2 x 9""5/8 JTS, FC, 167 x 9""5/8 JTS L-80 47# VAM-TOP [R-2] : WASHED DOWN 2 LAST JTS - COMPLETE LOSSES ",SHILAIF F'MTN,,0,,,,,,1.203
25/01/2015,BB-1052,BAB,"7,350.00",[R-1] : PRESSURE TEST ANNULAR BOP 300/3500 PSI  BOP RAMs : 300/5000PSI  CHOKE & KILL LINE VALVES :300/5000PSI  FOSV : 300/5000PSI [R-2] : PERFORMED 2nd CMT TOP JOB : 50 BBLS OF 118   PCF CMT SLURRY & SQUEEZE WITH 500 PSI [R-3] : PERFORMED KICK DRILL WHILE TRIPPING  ,SHILAIF F'MTN,,0,,,,,,0.902
23/01/2015,BB-1031,BAB,"8,717.00","R-1 : LAY DOWN 13 JTS OF 5 1/2"" DP. R-2 : LAY DOWN 16 JTS OF 4"" DP + 12 JTS OF 4"" HWDP IN WAY OUT. R-3 : FILLED UP STRING EA 20 STAND IN WAY IN.",THAMAMA ZONE B LOWER,28/12/2014 3:00:00 PM,0,,,,,,0.451
23/01/2015,BB-1031,BAB,"8,717.00","R-1 : LAY DOWN 13 JTS OF 5 1/2"" DP. R-2 : LAY DOWN 16 JTS OF 4"" DP + 12 JTS OF 4"" HWDP IN WAY OUT. R-3 : FILLED UP STRING EA 20 STAND IN WAY IN.",THAMAMA ZONE B LOWER,28/12/2014 3:00:00 PM,0,,,,,,0
24/01/2015,BB-1031,BAB,"8,717.00","R-1 : FILLED UP STING EA 20 STAND IN WAY IN. R-2 : OBSERVED FILL 2 FT OFF BOTTOM. R-3 :  MONITOR WELL ON TRIP TANK,OK, FLOW CHECK EVERY 3000'.",THAMAMA ZONE B LOWER,28/12/2014 3:00:00 PM,0,,,,,,0
25/01/2015,BB-1031,BAB,"8,717.00","R-1 : OBSERVED WELL ON TOP OF BHA. R-2 : MONITOR HOLE WITH TRIP TANK WHILE W. LINE LOGGING,        : CBL LOG ACCEPTED. R-3 : ATTEMPTED TO PERFORM 9 5/8""-13 3/8""  TOP CMT JOB - NO INJECTIVITY @ 500 PSI.",THAMAMA ZONE B LOWER,28/12/2014 3:00:00 PM,0,,,,,,0
26/01/2015,BB-1046,BAB,"10,286.00","R-1- DISCUSSED OPERATION, HAZARDS, SP2R # 3,4,5,6 LPR # 2,9. R-2- WITH REDUCED PARAMETERS 60 RPM, 250 GPM TILL R.RMR GO BELOW LINER SHOE. R-3- WASH UP & REAM DOWN EACH DRILLED STD.  ",THAMAMA SUBZONE B IV L,29/12/2014 9:00:00 AM,42.4,300,120,130,15,10,0.442
27/01/2015,BB-1046,BAB,"10,905.00","R-1- DISCUSSED OPERATION, HAZARDS, SP2R # 3,4,5 & 6 LPR # 4,6,8. R-2- WASH UP & REAM DOWN EACH DRILLED STD.  ** NDF MUD IS LOADED W/ 2.0 PPB H2S SCAVENGER & 0.6 % HIGH QUALITY      LUBRICANT ( RADIA GREEN).",THAMAMA  B V ,29/12/2014 9:00:00 AM,27.5,310,120,130,15,10,0.442
27/01/2015,BB-296,BAB,"12,473.00","R-1  DISCUSSED LPR # 07, SP2R #05 R-2: WASH & REAM EVERY 03 CONNECTION NOTES:- ** SCR@ 12473' WITH 76 PCF NDF MUD:-      MP # 1:  20 SPM - 600 PSI, 30 SPM - 900 PSI     MP # 2:  20 SPM - 600 PSI, 30 SPM - 900 PSI ** LPR'S: WEEKLY = 03 ; MONTHLY = 16",THAMAMA SUBZONE B IV,17/02/1992,38.6,229.9,60,80,8,5,0.518
4/1/2015,BB-1054,BAB,"12,168.00","R-1:- DISCUSSED LPR # 08, SUSPENDED LOAD. DISCUSSED SP²R1. R-2:- CHECKED & TESTED CROWN 'O' MATIC & ANTI-COLLISION SYSTEM. R-3:- MONITORED WELL BY TRIP TANK. R-4:- CONDUCTED WELL KICK DRILL WHILE TRIPPING. - CLOSED HYDRIL IN 35 SEC. - SHUT IN WELL IN 1.½ MINS. RIG EXPECTED MOVE ON 09/01/2015, NEXT LOCATION BB- 1023, - WORK DONE - 70%, DISTANCE 22 KM. WATER WELL DRILLING IN PROGRESS. - INSTALLED CELLER IN NEW LOCATION. **LPR VIOLATION : DAY = NIL, MONTH = 02, YEAR = 26",THAMAMA B4 U F'MTN,6/12/2014 10:00,0,,,,,,0.339
5/1/2015,BB-948,BAB,"15,149.00","R-1: WASH UP & REAM DOWN EVERY STD. R-2: CHANGE MUD PUMPS, OPEN SUCTION AND DISCHARGE ON MP #2 - ALL CLEAN        ANADRILL PERFORM ANTI JAMING PROCEDURE - NO SUCCESS,         STILL HAVE PRESSURE FLACTUATION.   ** 4¾"" JAR ROTATING HRS TODAY / TOTAL = 23 / 130.5 HRS.",HABSHAN 1,6/12/2014 8:00,23.5,255.8,130,150,5,4,0.314
4/1/2015,BB-1054,BAB,"12,168.00","R-1:- DISCUSSED LPR # 08, SUSPENDED LOAD. DISCUSSED SP²R1. R-2:- CHECKED & TESTED CROWN 'O' MATIC & ANTI-COLLISION SYSTEM. R-3:- MONITORED WELL BY TRIP TANK. R-4:- CONDUCTED WELL KICK DRILL WHILE TRIPPING. - CLOSED HYDRIL IN 35 SEC. - SHUT IN WELL IN 1.½ MINS. RIG EXPECTED MOVE ON 09/01/2015, NEXT LOCATION BB- 1023, - WORK DONE - 70%, DISTANCE 22 KM. WATER WELL DRILLING IN PROGRESS. - INSTALLED CELLER IN NEW LOCATION. **LPR VIOLATION : DAY = NIL, MONTH = 02, YEAR = 26",THAMAMA B4 U F'MTN,6/12/2014 10:00,0,,,,,,0
5/1/2015,BB-1054,BAB,"12,168.00","R-1:- DISCUSSED LPR # 08, SUSPENDED LOAD. DISCUSSED SP²R1. R-2:- CHECKED & TESTED CROWN 'O' MATIC & ANTI-COLLISION SYSTEM. R-3:- SCRAPPED 7"" CSG. F/ 8100' TO 8400'. RIG EXPECTED MOVE ON 09/01/2015, NEXT LOCATION BB- 1023, - WORK DONE - 70%, DISTANCE 22 KM. WATER WELL DRILLING IN PROGRESS. - INSTALLED CELLER IN NEW LOCATION. **LPR VIOLATION : DAY = 03, MONTH = 03, YEAR = 03",THAMAMA SUBZONE B IV U,6/12/2014 10:00,0,,,,,,0
8/1/2015,BB-1046,BAB,"4,764.00","R-1: DISCUSSED OPERATION, HAZARDS, SP2R #4,5,6, LPR # 8. R-2: WOB : 25-30, RPM: 80-110, GPM: 800.         LOSSES INCREASE TO 180 BBLs/HR THEN DECREASE TO 40 BBLs/HR.         MOBILIZE AIR DRILLING UNIT. R-3: LOSSES 25 BBLs / HOUR **CONDUCTED H2S DRILL GOOD RESPONSE. SCR @ 4749' W/ MW 66 PCF MP#1: 30/40 SPM, 180/250 PSI. MP#2: 30/40 SPM, 170/240 PSI. ",UMM ER RADHUMA F'MTN,29/12/2014 9:00:00 AM,55.7,700,80,90,30,25,0.994
10/1/2015,BB-1046,BAB,"5,695.00","R-1: DISCUSSED OPERATION, HAZARDS, SP2R # 3,4,5,6 LPR # 5- BSA R-2: DRILL WITH REDUCED PARAMETERS: RPM - 70, WOB- 10/20, GPM- 650/700        LOSSES 15-20 BBL/HR R-3: DRILL WITH REDUCED PARAMETERS: RPM - 70, WOB- 20/25, GPM- 650/700        LOSSES 40-45 BBL/HR     BIT FAILURE:  MANUFACTURER: ULTERRA, TYPE: 11U619, S/N: 27246. (COMPANY NAME IS NOT SHOWING IN THE LIST) ",SIMSIMA F'MTN,29/12/2014 9:00:00 AM,49,700,70,80,25,20,0.994
10/1/2015,BB-1052,BAB,180,** RIG MOVESTANCE 6 KM FROM BB-1001 TO BB-1052 ** RIG MOVE ACTUAL / PLAN = 34/48 HRS ** WAITE ON LOCATION = 60 HRS,MIOCENE CLASTICS,,0,,,,,,0.785
12/1/2015,BB-1052,BAB,"1,010.00","R-1 USING CONTROLLED PARAMETERS WOB: 3-5 KLBS,         RPM: 50-60, GPM: 600-650. R-2 DRILLING W/ CONTROLLED PARAMETERS ROP: 20-30 FT/HR,        RPM:60-70, GPM: 600, WOB:10-20 KLBS. ",MIOCENE CLASTICS,,16.5,600,60,70,20,10,0.785
18/01/2015,BB-1017,BAB,281,R-1: DISCUSSED LPR # 2 & SP2R # 2. ** LPRs: DAILY / MONTHLY / YEARLY                    0    /          4        /      4 NOTE: * DE TOAN CONDUCTED PRE SPUD MEETING W/ ALL CONCERNED PERSONNEL. * CONDUCTED AMBULANCE DRY RUN F/ HABSHAN CLINIC TO LOACTION ( 9 MIN). * SWEEP HOLE W/ 30 BBL HI-VIS EVERY CONNECTION. ,DAMMAM F'MTN,17/01/2015 6:00:00 PM,23,601.9,50,50,10,5,0.942
2/1/2015,BB-1054,BAB,"11,566.00","R-1:- DISCUSSED LPR # 08, SUSPENDED LOAD. DISCUSSED SP²R1. R-2:- CHECKED & TESTED CROWN 'O' MATIC & ANTI-COLLISION SYSTEM. R-3:- WASHED / REAMED EVERY CONNECTION. R-4:- CONDUCTED H2S DRILL. - ALARM WAS ACTIVATED & THE CREW PROCEEDED TO ASSY POINT - HEAD COUNT ACHIEVED WITHIN 2 MINUTES USING T-CARD SYSTEM. R-5:- CONDUCTED WELL KICK DRILL WHILE DRILLING. - CLOSED HYDRIL IN 35 SEC. - SHUT IN WELL IN 1.½ MINS. - RIG EXPECTED MOVE ON 09/01/2015, NEXT LOCATION BB- 1023, - WORK DONE - 55%, DISTANCE 22 KM. WATER WELL DRILLING IN PROGRESS. - INSTALLED CELLER IN NEW LOCATION. **LPR VIOLATION : DAY = NIL, MONTH = 02, YEAR = 26",THAMAMA SUBZONE B IV U,6/12/2014 10:00,46.4,250.8,100,110,15,10,0.339
2/1/2015,BB-948,BAB,"13,393.00","R-1: WASH UP & REAM DOWN EVERY STD. R-2: HAD TIGHT SPOTS WHILE WASH UP F/ 12805' TO 12810'.        CLEARED BY WASH UP AND REAM DOWN. R-3: OBSERVED TIGHT SPOTS INTERVAL @ 12921', 12935', 12961', 12963' &          13035', CLEARED BY WASH UP AND REAM DOWN.",HABSHAN 1,6/12/2014 8:00,28.2,250.8,110,130,10,8,0.314
3/1/2015,BB-341,BAB,"11,942.00",R-1: LPR # 01 & DISCUSSED SP2R 06 R-2: HAD GOOD RESPONSE FROM CREW.,THAMAMA SUBZONE B IV,25/01/1993,56,241.6,50,60,15,10,0.518
7/1/2015,BB-1046,BAB,"3,595.00","R-1: DISCUSSED OPERATION, HAZARDS, LPR # 6, SP2R #4,5,6 R-2: WOB: 25-30, RPM: 80, GPM: 650      R-3: WOB: 25-30, RPM: 80, GPM: 650 R-4: WOB: 25-30, RPM: 80-110, GPM: 650-800(GRADUALLY INCREASING GPM)         LOSSES FROM 10 BBLs/HR TO 30 BBLS/HR         ",UMM ER RADHUMA F'MTN,29/12/2014 9:00:00 AM,18.8,800,100,110,30,25,0.994
9/1/2015,BB-1046,BAB,"4,764.00","R-1: DISCUSSED OPERATION, HAZARDS, SP2R #1,4, LPR #3. R-2: STATIC LOSSES @ 20 BBLs/HR R-3: ROTATING HEAD, D TANK, WELD FLOW LINE.  BIT FAILURE:  MANUFACTURER: ULTERRA, TYPE: 11U619, S/N: 27246. (COMPANY NAME IS NOT SHOWING IN THE LIST)  ",UMM ER RADHUMA F'MTN,29/12/2014 9:00:00 AM,0,,,,,,0.994
